Ticket_ID,Department,Issue_Type,Priority,Created_Date,Assigned_Team,Resolution_Time_Hours,SLA_Hours,Status,Workflow_Type
1341,Engineering,Workflow Delay,High,2025-02-24,Process Team,9,8,Closed,Reporting
1342,Engineering,Reporting Failure,Low,2025-04-09,Process Team,38,24,Closed,Process
1343,Finance,Permission Issue,Low,2025-01-04,IT Support,34,24,Closed,Process
1344,Sales,Reporting Failure,Critical,2025-02-23,DataOps,27,36,Closed,System
1345,HR,Access Issue,Critical,2025-02-07,DevOps,32,12,Closed,User Access
1346,Compliance,Access Issue,High,2025-03-26,Analytics Team,1,24,Open,Automation
1347,Compliance,Data Error,High,2025-01-05,Analytics Team,70,36,Closed,System
1348,Operations,Permission Issue,Critical,2025-02-26,DataOps,69,12,Closed,Process
1349,Operations,Access Issue,Medium,2025-01-23,Analytics Team,7,8,Closed,Process
1350,Marketing,Reporting Failure,Critical,2025-01-31,Analytics Team,42,36,Closed,Automation
1351,Customer Support,Data Error,Critical,2025-01-07,Analytics Team,25,12,Open,Reporting
1352,Finance,System Bug,High,2025-02-21,IT Support,60,12,Open,Process
1353,HR,Integration Error,Medium,2025-03-02,DataOps,14,12,Open,Automation
1354,Operations,Permission Issue,High,2025-03-08,Analytics Team,31,48,Closed,User Access
1355,Compliance,Integration Error,High,2025-04-27,Analytics Team,58,8,Closed,Process
1356,HR,Access Issue,High,2025-03-30,Process Team,67,12,Open,System
1357,HR,Workflow Delay,Medium,2025-02-26,Analytics Team,31,24,Closed,Automation
1358,HR,System Bug,High,2025-02-15,Analytics Team,67,24,Closed,Automation
1359,Customer Support,Data Error,Low,2025-02-26,DevOps,48,48,Closed,User Access
1360,Finance,Access Issue,High,2025-01-20,Process Team,36,8,Closed,Reporting
1361,Compliance,Permission Issue,Critical,2025-04-21,IT Support,54,12,Open,Process
1362,Engineering,Data Error,Low,2025-04-28,DevOps,31,36,Closed,Reporting
1363,Compliance,Integration Error,Critical,2025-01-03,Analytics Team,55,8,Closed,Reporting
1364,Customer Support,Workflow Delay,Critical,2025-04-23,IT Support,14,24,Closed,User Access
1365,Operations,Reporting Failure,Low,2025-03-30,IT Support,1,24,Closed,User Access
1366,Customer Support,Workflow Delay,Low,2025-04-13,Analytics Team,66,24,Closed,System
1367,Customer Support,Integration Error,High,2025-02-26,IT Support,51,36,Open,Reporting
1368,Sales,System Bug,Critical,2025-02-20,DataOps,46,24,Open,Reporting
1369,HR,Workflow Delay,High,2025-03-03,DataOps,44,36,Closed,Reporting
1370,HR,System Bug,Critical,2025-01-03,Process Team,8,36,Closed,Process
1371,Engineering,Reporting Failure,High,2025-03-09,IT Support,62,24,Open,Automation
1372,Compliance,Reporting Failure,Medium,2025-04-27,DataOps,70,8,Open,Process
1373,Sales,System Bug,High,2025-01-31,Analytics Team,54,24,Closed,Process
1374,Engineering,Permission Issue,Critical,2025-01-18,Analytics Team,43,8,Open,Process
1375,HR,Integration Error,High,2025-01-17,Analytics Team,34,12,Open,Automation
1376,Engineering,Permission Issue,Medium,2025-02-27,Analytics Team,16,24,Open,System
1377,Engineering,Workflow Delay,Critical,2025-02-22,IT Support,45,24,Closed,Process
1378,Operations,Workflow Delay,Low,2025-01-25,Analytics Team,14,48,Closed,User Access
1379,Finance,Data Error,Critical,2025-03-23,IT Support,63,8,Closed,User Access
1380,Sales,Integration Error,Critical,2025-04-01,Analytics Team,62,24,Closed,Process
1381,Finance,Workflow Delay,High,2025-04-11,DevOps,21,36,Closed,Automation
1382,Compliance,Integration Error,Critical,2025-03-14,IT Support,52,12,Closed,Process
1383,Sales,Access Issue,High,2025-01-27,DataOps,62,48,Open,Automation
1384,Compliance,Data Error,Medium,2025-02-24,Analytics Team,60,12,Closed,Reporting
1385,Sales,Reporting Failure,Critical,2025-01-18,Analytics Team,32,24,Closed,Reporting
1386,Compliance,Reporting Failure,Critical,2025-01-10,DevOps,55,24,Closed,Process
1387,Operations,Reporting Failure,High,2025-04-26,DevOps,59,12,Open,System
1388,Finance,System Bug,Low,2025-03-27,DataOps,43,12,Open,User Access
1389,Engineering,System Bug,Critical,2025-02-11,IT Support,14,8,Closed,User Access
1390,Finance,Reporting Failure,Medium,2025-02-05,Analytics Team,2,8,Closed,Process
1391,Finance,Integration Error,High,2025-03-04,IT Support,72,24,Open,Automation
1392,Finance,System Bug,Critical,2025-01-25,DataOps,14,48,Closed,Automation
1393,Sales,Data Error,Medium,2025-03-09,Analytics Team,30,48,Open,System
1394,Compliance,Access Issue,Low,2025-02-07,DataOps,40,12,Closed,Automation
1395,Customer Support,System Bug,Medium,2025-04-28,IT Support,60,24,Closed,User Access
1396,Sales,Data Error,Medium,2025-04-23,Process Team,36,8,Closed,Reporting
1397,Customer Support,Data Error,Low,2025-02-28,Process Team,71,8,Closed,System
1398,Customer Support,Reporting Failure,Critical,2025-02-21,IT Support,53,24,Closed,Process
1399,Customer Support,Permission Issue,Critical,2025-01-14,Process Team,19,24,Closed,System
1400,Marketing,Workflow Delay,High,2025-02-10,Analytics Team,14,36,Closed,Process
1401,HR,Workflow Delay,Low,2025-04-29,IT Support,51,12,Closed,Reporting
1402,Customer Support,Permission Issue,Medium,2025-01-18,DataOps,14,48,Closed,Reporting
1403,Sales,Reporting Failure,Medium,2025-04-13,DataOps,25,48,Closed,Process
1404,Compliance,Access Issue,High,2025-01-28,DataOps,55,36,Closed,Reporting
1405,Finance,Permission Issue,Medium,2025-02-12,Analytics Team,29,48,Closed,Reporting
1406,Engineering,Workflow Delay,Low,2025-02-05,DataOps,18,12,Closed,Reporting
1407,Operations,Workflow Delay,Low,2025-04-13,DevOps,38,12,Open,User Access
1408,Operations,Reporting Failure,Low,2025-01-24,DataOps,18,36,Closed,Reporting
1409,Compliance,Access Issue,Medium,2025-01-03,Analytics Team,48,24,Open,User Access
1410,Compliance,Access Issue,High,2025-02-25,IT Support,31,8,Open,Process
1411,Customer Support,Permission Issue,Critical,2025-04-28,Analytics Team,40,36,Open,Process
1412,Engineering,Reporting Failure,Low,2025-01-27,DataOps,19,48,Closed,User Access
1413,Marketing,Permission Issue,High,2025-02-19,Analytics Team,7,36,Closed,Automation
1414,Marketing,Reporting Failure,High,2025-01-02,Process Team,7,12,Closed,Automation
1415,Sales,Workflow Delay,Low,2025-03-30,DataOps,24,36,Closed,User Access
1416,Customer Support,Workflow Delay,Critical,2025-03-24,Process Team,22,48,Closed,Reporting
1417,Finance,Workflow Delay,High,2025-01-04,DevOps,42,12,Closed,User Access
1418,Customer Support,Workflow Delay,Critical,2025-02-20,DataOps,7,48,Open,Process
1419,Operations,Integration Error,Medium,2025-03-12,IT Support,13,8,Closed,System
1420,Sales,Workflow Delay,High,2025-04-21,IT Support,27,36,Closed,Automation
1421,Operations,Reporting Failure,High,2025-04-16,DevOps,36,8,Open,User Access
1422,HR,Data Error,Low,2025-01-16,Analytics Team,47,48,Closed,System
1423,Marketing,Reporting Failure,Medium,2025-03-09,Analytics Team,13,12,Closed,User Access
1424,Customer Support,Integration Error,Medium,2025-04-24,Analytics Team,42,48,Open,Automation
1425,Engineering,Access Issue,Critical,2025-01-22,DevOps,45,8,Closed,Reporting
1426,Marketing,System Bug,Medium,2025-01-04,Analytics Team,4,48,Closed,Reporting
1427,Customer Support,Data Error,Low,2025-04-28,DataOps,46,8,Closed,User Access
1428,Finance,System Bug,High,2025-04-27,DataOps,41,12,Open,Process
1429,Customer Support,Reporting Failure,Critical,2025-02-04,DataOps,52,24,Closed,User Access
1430,Customer Support,Access Issue,Low,2025-02-07,DevOps,57,48,Open,System
1431,Marketing,System Bug,Low,2025-01-16,Analytics Team,48,12,Closed,Process
1432,Engineering,System Bug,Low,2025-03-05,DataOps,32,8,Open,Automation
1433,Operations,Integration Error,Low,2025-04-23,Analytics Team,44,48,Closed,Reporting
1434,Customer Support,Access Issue,Critical,2025-01-26,IT Support,35,48,Open,Process
1435,Operations,System Bug,Medium,2025-03-27,IT Support,67,24,Closed,User Access
1436,Compliance,System Bug,Critical,2025-02-25,Analytics Team,32,8,Open,Automation
1437,Customer Support,Integration Error,High,2025-04-04,DevOps,31,12,Closed,Process
1438,Finance,Workflow Delay,Medium,2025-03-20,Analytics Team,43,8,Closed,Reporting
1439,HR,System Bug,Medium,2025-02-23,Process Team,67,12,Closed,Reporting
1440,Engineering,Reporting Failure,Critical,2025-04-06,DevOps,52,12,Closed,System
1441,Sales,Access Issue,Low,2025-04-16,DevOps,26,24,Closed,Automation
1442,Compliance,Integration Error,Critical,2025-04-26,DevOps,33,36,Closed,Process
1443,Marketing,Integration Error,Low,2025-02-05,IT Support,45,12,Open,Process
1444,HR,Access Issue,High,2025-03-18,IT Support,11,12,Closed,Reporting
1445,HR,Access Issue,High,2025-01-22,Process Team,26,12,Closed,Reporting
1446,Compliance,Workflow Delay,Low,2025-03-07,DevOps,21,24,Closed,Automation
1447,Customer Support,Data Error,High,2025-02-20,Analytics Team,65,48,Closed,User Access
1448,Customer Support,System Bug,High,2025-01-10,DevOps,1,24,Open,Process
1449,Finance,Workflow Delay,High,2025-03-27,Process Team,35,8,Closed,System
1450,Engineering,Access Issue,Low,2025-01-18,Process Team,22,48,Closed,User Access
1451,Finance,System Bug,Medium,2025-04-27,Process Team,36,24,Closed,Process
1452,Operations,Permission Issue,Low,2025-01-09,DataOps,44,48,Closed,Process
1453,Sales,Integration Error,Low,2025-02-21,Analytics Team,39,36,Open,Process
1454,Compliance,Data Error,Critical,2025-01-12,DevOps,52,24,Closed,System
1455,Sales,Workflow Delay,Low,2025-01-06,Process Team,49,8,Closed,Reporting
1456,Operations,Reporting Failure,Low,2025-02-18,Process Team,3,12,Open,Process
1457,HR,System Bug,Medium,2025-02-15,DataOps,68,48,Closed,Reporting
1458,Compliance,System Bug,Low,2025-04-15,DevOps,70,12,Closed,System
1459,Operations,Data Error,Medium,2025-04-27,Analytics Team,28,36,Closed,User Access
1460,Finance,Data Error,Critical,2025-04-10,IT Support,47,8,Closed,System
1461,Finance,Workflow Delay,Low,2025-03-14,Process Team,34,24,Closed,User Access
1462,Operations,Workflow Delay,Low,2025-04-06,IT Support,35,48,Closed,User Access
1463,Sales,Integration Error,High,2025-02-12,IT Support,24,24,Open,User Access
1464,Finance,Reporting Failure,High,2025-04-30,IT Support,2,36,Closed,Process
1465,Sales,Workflow Delay,Critical,2025-04-03,DataOps,9,12,Open,User Access
1466,HR,Reporting Failure,Low,2025-01-31,Analytics Team,46,12,Open,System
1467,HR,Data Error,Medium,2025-01-23,DevOps,68,24,Open,System
1468,Compliance,System Bug,Low,2025-04-22,IT Support,9,12,Closed,Process
1469,Finance,Workflow Delay,Low,2025-02-03,DevOps,27,8,Closed,Automation
1470,Finance,Access Issue,Critical,2025-02-08,Process Team,51,24,Closed,Process
1471,Operations,Permission Issue,Critical,2025-03-23,DevOps,35,48,Closed,Process
1472,Finance,Data Error,Low,2025-02-09,IT Support,28,8,Closed,Process
1473,Engineering,Data Error,Critical,2025-04-07,DataOps,2,24,Closed,System
1474,Finance,Reporting Failure,High,2025-03-03,DataOps,2,24,Closed,Process
1475,Engineering,Access Issue,High,2025-04-03,Process Team,9,8,Closed,Reporting
1476,Engineering,Permission Issue,Critical,2025-04-18,IT Support,8,8,Closed,User Access
1477,Customer Support,Data Error,High,2025-01-18,Process Team,46,24,Open,Automation
1478,Customer Support,Data Error,Critical,2025-01-23,IT Support,2,24,Closed,User Access
1479,Operations,Permission Issue,Critical,2025-01-27,DevOps,30,8,Closed,Automation
1480,Compliance,Reporting Failure,High,2025-01-14,DataOps,50,48,Closed,System
1481,Sales,Permission Issue,High,2025-04-25,DevOps,29,12,Closed,Reporting
1482,Finance,Reporting Failure,Critical,2025-02-26,Analytics Team,60,48,Open,Automation
1483,Engineering,Reporting Failure,High,2025-01-28,Analytics Team,40,24,Closed,Reporting
1484,Compliance,Permission Issue,Low,2025-02-25,Analytics Team,37,12,Open,Process
1485,Operations,Workflow Delay,Critical,2025-01-29,Analytics Team,60,8,Closed,Process
1486,Finance,Workflow Delay,High,2025-01-18,DevOps,28,8,Closed,Reporting
1487,Compliance,Reporting Failure,Critical,2025-04-17,Analytics Team,15,24,Closed,Reporting
1488,Marketing,Permission Issue,High,2025-01-27,DevOps,50,36,Closed,User Access
1489,Finance,Data Error,High,2025-01-17,Analytics Team,19,8,Closed,Reporting
1490,Customer Support,Permission Issue,High,2025-03-31,DevOps,60,24,Closed,Reporting
1491,HR,Data Error,Medium,2025-01-09,DevOps,44,12,Open,System
1492,Engineering,Access Issue,Critical,2025-01-29,DataOps,66,24,Closed,Automation
1493,Marketing,Access Issue,Critical,2025-02-09,DataOps,57,8,Open,Process
1494,HR,Integration Error,High,2025-05-01,DevOps,40,48,Open,Automation
1495,Engineering,Permission Issue,High,2025-03-21,DevOps,7,12,Open,Process
1496,Operations,Data Error,Critical,2025-01-05,DataOps,4,24,Closed,System
1497,Operations,System Bug,Critical,2025-03-13,Analytics Team,65,12,Open,User Access
1498,Finance,Access Issue,Medium,2025-03-25,Analytics Team,31,8,Open,Reporting
1499,Customer Support,System Bug,High,2025-02-21,Analytics Team,56,12,Closed,User Access
1500,Sales,Reporting Failure,Medium,2025-01-27,DataOps,24,12,Open,Process
1501,Compliance,Data Error,Critical,2025-02-17,DevOps,28,48,Closed,Automation
1502,Marketing,Integration Error,Low,2025-04-29,DevOps,45,24,Open,User Access
1503,HR,System Bug,Low,2025-03-07,IT Support,58,24,Closed,User Access
1504,Marketing,Reporting Failure,High,2025-02-16,IT Support,5,24,Closed,Reporting
1505,Sales,Reporting Failure,Medium,2025-02-07,Analytics Team,52,48,Closed,System
1506,Compliance,Reporting Failure,High,2025-03-23,Analytics Team,64,8,Closed,Automation
1507,Finance,Integration Error,Low,2025-03-19,Analytics Team,64,12,Closed,Process
1508,Marketing,Permission Issue,Medium,2025-03-02,Process Team,46,48,Open,Process
1509,Finance,Data Error,Critical,2025-04-15,DataOps,31,8,Closed,System
1510,Engineering,Reporting Failure,High,2025-03-05,IT Support,1,12,Closed,Automation
1511,Sales,Reporting Failure,High,2025-02-05,DataOps,69,36,Open,Process
1512,HR,Access Issue,High,2025-03-30,Process Team,68,8,Closed,Process
1513,Marketing,Workflow Delay,Critical,2025-03-18,DataOps,4,24,Closed,User Access
1514,Compliance,Reporting Failure,Low,2025-01-07,DevOps,54,12,Closed,Reporting
1515,Operations,Reporting Failure,Low,2025-03-05,IT Support,67,48,Closed,System
1516,Marketing,Integration Error,Low,2025-01-29,IT Support,39,36,Closed,Automation
1517,Engineering,Integration Error,Medium,2025-01-12,Analytics Team,35,8,Closed,System
1518,Sales,Workflow Delay,High,2025-02-26,DevOps,26,24,Closed,Process
1519,Marketing,Workflow Delay,Critical,2025-04-05,DataOps,39,8,Closed,Reporting
1520,HR,Integration Error,Medium,2025-04-12,Analytics Team,7,12,Open,Automation
1521,Engineering,System Bug,Critical,2025-01-13,DevOps,45,48,Open,System
1522,Sales,Access Issue,Medium,2025-02-27,DevOps,50,24,Closed,User Access
1523,Marketing,Workflow Delay,Low,2025-03-15,IT Support,19,24,Closed,User Access
1524,Operations,Workflow Delay,High,2025-03-18,DataOps,10,12,Closed,Automation
1525,Compliance,Integration Error,Low,2025-01-23,IT Support,28,12,Closed,Automation
1526,Customer Support,Workflow Delay,Critical,2025-04-08,DevOps,71,24,Closed,Reporting
1527,Operations,Integration Error,High,2025-01-08,IT Support,22,24,Closed,Reporting
1528,Compliance,Workflow Delay,Critical,2025-03-10,DevOps,16,8,Open,System
1529,Engineering,Access Issue,Low,2025-01-08,IT Support,29,48,Closed,Automation
1530,Engineering,Data Error,Low,2025-04-14,Process Team,1,8,Open,Process
1531,Sales,System Bug,Critical,2025-03-05,Analytics Team,47,24,Closed,System
1532,Engineering,Data Error,Low,2025-02-13,DataOps,58,8,Closed,System
1533,Sales,Access Issue,Medium,2025-01-09,Process Team,16,48,Open,System
1534,Engineering,Workflow Delay,Critical,2025-01-28,DevOps,51,24,Open,System
1535,Customer Support,Access Issue,Low,2025-02-19,IT Support,50,36,Open,System
1536,Operations,Access Issue,High,2025-03-04,Analytics Team,14,48,Closed,Process
1537,Engineering,Data Error,Medium,2025-01-09,Process Team,14,48,Open,Process
1538,Engineering,Data Error,Medium,2025-02-09,Process Team,26,24,Closed,System
1539,Engineering,Reporting Failure,Medium,2025-03-10,Process Team,45,8,Closed,Automation
1540,Engineering,Data Error,Medium,2025-01-30,DataOps,1,12,Closed,User Access
1541,Compliance,Integration Error,Low,2025-01-06,Analytics Team,29,12,Closed,Automation
1542,Customer Support,Reporting Failure,Critical,2025-03-19,DataOps,27,12,Open,User Access
1543,Operations,Reporting Failure,Medium,2025-02-11,Analytics Team,6,48,Closed,Automation
1544,HR,Permission Issue,Low,2025-05-01,IT Support,30,8,Closed,User Access
1545,HR,System Bug,Medium,2025-02-05,IT Support,45,12,Closed,Process
1546,Customer Support,System Bug,Medium,2025-01-24,Analytics Team,43,24,Closed,Automation
1547,HR,Permission Issue,Critical,2025-02-06,IT Support,61,24,Open,Automation
1548,Sales,Access Issue,Low,2025-01-19,IT Support,1,48,Open,User Access
1549,Operations,Data Error,Critical,2025-03-24,DataOps,58,8,Open,System
1550,Operations,Workflow Delay,Low,2025-04-20,IT Support,19,24,Open,User Access
1551,Operations,Workflow Delay,Low,2025-04-03,Analytics Team,36,36,Closed,Reporting
1552,Engineering,Data Error,High,2025-03-24,Process Team,64,48,Open,User Access
1553,Operations,Reporting Failure,High,2025-02-18,IT Support,46,8,Open,Automation
1554,HR,Data Error,Low,2025-02-13,Process Team,14,48,Open,Reporting
1555,Engineering,System Bug,Medium,2025-03-20,IT Support,53,12,Open,Process
1556,Finance,Reporting Failure,Medium,2025-01-17,IT Support,54,48,Closed,Reporting
1557,HR,Workflow Delay,Critical,2025-04-15,DataOps,8,24,Open,User Access
1558,Finance,Integration Error,Medium,2025-04-20,DevOps,28,24,Closed,Process
1559,Engineering,Data Error,High,2025-01-16,IT Support,39,12,Closed,Process
1560,Compliance,Workflow Delay,Critical,2025-03-17,Process Team,70,48,Closed,Automation
1561,Compliance,Workflow Delay,High,2025-01-17,IT Support,11,48,Closed,Reporting
1562,Operations,System Bug,Medium,2025-02-09,Process Team,21,24,Closed,System
1563,Customer Support,Permission Issue,Critical,2025-04-14,IT Support,26,48,Closed,Automation
1564,Engineering,Access Issue,Low,2025-04-02,IT Support,26,12,Closed,Process
1565,HR,Integration Error,Medium,2025-03-13,DataOps,20,48,Closed,User Access
1566,Compliance,Integration Error,Medium,2025-01-14,IT Support,18,8,Closed,Reporting
1567,Compliance,System Bug,Critical,2025-04-09,Analytics Team,63,48,Closed,System
1568,Customer Support,Permission Issue,Medium,2025-02-13,Analytics Team,71,8,Open,Automation
1569,Customer Support,System Bug,Low,2025-04-30,DevOps,45,24,Closed,Automation
1570,HR,Workflow Delay,High,2025-03-06,Process Team,21,12,Open,User Access
1571,Customer Support,Integration Error,Medium,2025-02-23,IT Support,58,12,Closed,User Access
1572,Marketing,Workflow Delay,Medium,2025-04-06,Process Team,26,48,Closed,System
1573,Sales,System Bug,Medium,2025-02-11,Process Team,6,24,Closed,Process
1574,Customer Support,Reporting Failure,Low,2025-03-18,IT Support,33,36,Closed,Process
1575,Customer Support,Reporting Failure,Low,2025-01-19,DataOps,51,8,Closed,Reporting
1576,HR,Integration Error,Medium,2025-01-08,IT Support,55,8,Closed,Reporting
1577,Engineering,Data Error,Critical,2025-04-10,Analytics Team,12,8,Closed,System
1578,Compliance,Access Issue,High,2025-04-12,DataOps,68,48,Closed,User Access
1579,HR,System Bug,Low,2025-04-27,DevOps,47,8,Closed,User Access
1580,Engineering,Integration Error,Medium,2025-02-12,Process Team,32,24,Closed,User Access
1581,Customer Support,Workflow Delay,Medium,2025-01-13,IT Support,28,24,Closed,Process
1582,HR,System Bug,Low,2025-01-04,Process Team,69,24,Open,User Access
1583,Finance,Workflow Delay,Low,2025-03-22,DevOps,61,8,Closed,System
1584,Customer Support,Data Error,Medium,2025-03-20,DevOps,62,24,Open,User Access
1585,Operations,Workflow Delay,Critical,2025-02-19,DevOps,72,24,Closed,Reporting
1586,Compliance,Permission Issue,Medium,2025-03-21,Analytics Team,3,24,Closed,User Access
1587,Marketing,Integration Error,Low,2025-02-06,IT Support,27,48,Open,Automation
1588,Finance,Workflow Delay,High,2025-04-02,IT Support,58,36,Closed,Process
1589,Sales,Data Error,Medium,2025-01-03,Analytics Team,64,36,Open,Automation
1590,HR,Data Error,Critical,2025-04-09,IT Support,20,24,Open,Automation
1591,Compliance,Permission Issue,Medium,2025-02-21,IT Support,10,12,Closed,Automation
1592,Customer Support,Access Issue,High,2025-03-07,IT Support,16,8,Closed,User Access
1593,Finance,Workflow Delay,Medium,2025-01-05,Analytics Team,27,48,Closed,Reporting
1594,Compliance,Access Issue,Critical,2025-03-21,IT Support,63,12,Open,Automation
1595,Marketing,System Bug,High,2025-04-24,Analytics Team,13,8,Closed,Process
1596,Operations,Data Error,Medium,2025-04-02,DevOps,43,36,Open,Reporting
1597,Finance,System Bug,Medium,2025-01-23,DataOps,36,8,Closed,Reporting
1598,Customer Support,System Bug,Critical,2025-01-18,Analytics Team,63,48,Closed,Reporting
1599,Customer Support,Permission Issue,Low,2025-01-01,DataOps,1,12,Open,System
1600,Sales,Workflow Delay,Critical,2025-03-29,DevOps,12,12,Closed,User Access
1601,Operations,Access Issue,Medium,2025-01-07,Analytics Team,12,24,Closed,Process
1602,HR,Workflow Delay,Critical,2025-04-05,DevOps,10,48,Closed,Process
1603,HR,Data Error,Medium,2025-03-10,DevOps,23,8,Closed,User Access
1604,Operations,Data Error,Low,2025-01-18,DevOps,9,12,Open,Reporting
1605,Engineering,Access Issue,Low,2025-02-07,IT Support,5,8,Closed,Reporting
1606,Operations,Integration Error,Low,2025-04-06,Analytics Team,15,48,Closed,Reporting
1607,Compliance,Access Issue,High,2025-02-20,Analytics Team,31,48,Closed,User Access
1608,Operations,Data Error,Critical,2025-01-11,IT Support,42,24,Closed,System
1609,Finance,System Bug,Critical,2025-01-26,DataOps,20,12,Closed,Process
1610,Finance,System Bug,Medium,2025-03-07,DevOps,9,36,Closed,Reporting
1611,Marketing,Data Error,Low,2025-01-28,IT Support,29,36,Closed,User Access
1612,Customer Support,Data Error,High,2025-01-04,DevOps,60,12,Closed,System
1613,Customer Support,System Bug,Critical,2025-04-02,DevOps,7,8,Closed,User Access
1614,Finance,Integration Error,Low,2025-03-13,Process Team,49,8,Open,Process
1615,Customer Support,Workflow Delay,Medium,2025-02-22,IT Support,60,24,Closed,Process
1616,Compliance,Integration Error,Low,2025-02-08,Analytics Team,65,8,Closed,Automation
1617,Finance,Permission Issue,High,2025-04-14,Analytics Team,41,12,Closed,Process
1618,Sales,Access Issue,High,2025-01-03,DataOps,59,12,Closed,User Access
1619,Marketing,Permission Issue,Low,2025-04-09,Process Team,43,48,Closed,User Access
1620,Customer Support,Data Error,Critical,2025-02-11,IT Support,48,36,Open,Reporting
1621,Sales,Integration Error,Medium,2025-02-24,Process Team,52,12,Open,Process
1622,Engineering,Permission Issue,Low,2025-04-16,IT Support,51,48,Closed,User Access
1623,Customer Support,Data Error,High,2025-03-16,DataOps,42,24,Closed,Automation
1624,HR,System Bug,Low,2025-01-15,IT Support,54,12,Closed,User Access
1625,Compliance,Data Error,Medium,2025-04-26,DataOps,41,12,Open,System
1626,HR,Reporting Failure,High,2025-03-28,Analytics Team,66,24,Closed,User Access
1627,Marketing,Data Error,Critical,2025-03-09,IT Support,20,8,Closed,Reporting
1628,Operations,Permission Issue,High,2025-03-05,DevOps,39,36,Closed,System
1629,Compliance,Permission Issue,Low,2025-02-15,DataOps,4,8,Open,Reporting
1630,Compliance,Access Issue,Low,2025-03-12,Analytics Team,8,12,Closed,User Access
1631,Compliance,Reporting Failure,Critical,2025-01-09,IT Support,30,12,Closed,Process
1632,Compliance,Reporting Failure,Medium,2025-01-19,DataOps,20,8,Closed,Process
1633,Engineering,Data Error,Low,2025-01-09,DataOps,10,12,Closed,Automation
1634,Marketing,Reporting Failure,Medium,2025-02-17,IT Support,22,48,Closed,Process
1635,Engineering,Reporting Failure,High,2025-02-04,DevOps,71,12,Closed,User Access
1636,Finance,System Bug,Low,2025-03-07,DevOps,11,24,Closed,User Access
1637,Compliance,Data Error,Low,2025-02-02,Process Team,22,48,Open,Reporting
1638,HR,System Bug,Critical,2025-02-18,IT Support,12,48,Closed,System
1639,Marketing,System Bug,High,2025-02-09,Process Team,27,24,Closed,System
1640,Finance,Permission Issue,High,2025-02-02,DataOps,63,12,Open,System
1641,Finance,Workflow Delay,Critical,2025-01-17,DevOps,26,48,Closed,Automation
1642,Customer Support,Access Issue,Low,2025-04-13,Process Team,48,8,Closed,System
1643,Sales,Integration Error,Low,2025-03-08,DataOps,16,24,Closed,System
1644,Engineering,Permission Issue,Low,2025-04-26,DataOps,24,8,Closed,Reporting
1645,HR,Access Issue,Medium,2025-02-03,Analytics Team,56,12,Open,System
1646,Marketing,System Bug,Low,2025-05-01,DataOps,47,12,Closed,Reporting
1647,Finance,Reporting Failure,Critical,2025-01-21,IT Support,11,24,Closed,Reporting
1648,Marketing,System Bug,Low,2025-03-29,DataOps,28,8,Closed,System
1649,Operations,Workflow Delay,High,2025-03-18,IT Support,27,8,Closed,Automation
1650,Sales,Data Error,Medium,2025-02-13,DevOps,1,8,Closed,Reporting
1651,Engineering,Access Issue,Critical,2025-01-08,Process Team,23,24,Open,Process
1652,Compliance,Permission Issue,Medium,2025-03-13,IT Support,27,24,Closed,Reporting
1653,Operations,Access Issue,Low,2025-02-11,IT Support,11,24,Closed,User Access
1654,Sales,Workflow Delay,High,2025-04-15,IT Support,47,48,Closed,Process
1655,Sales,Permission Issue,High,2025-02-28,DataOps,25,48,Open,Reporting
1656,Finance,Reporting Failure,High,2025-01-08,IT Support,49,48,Closed,System
1657,Operations,Permission Issue,Medium,2025-02-19,Analytics Team,64,36,Open,System
1658,Finance,Workflow Delay,High,2025-02-10,Process Team,33,36,Closed,User Access
1659,Operations,Reporting Failure,High,2025-03-13,DataOps,10,8,Closed,Reporting
1660,HR,Access Issue,Low,2025-02-17,IT Support,52,8,Open,Process
1661,Sales,Data Error,Critical,2025-04-22,DevOps,40,12,Closed,Reporting
1662,Engineering,Reporting Failure,High,2025-03-26,Process Team,38,12,Closed,Reporting
1663,Finance,Integration Error,Low,2025-04-30,IT Support,14,8,Closed,Process
1664,HR,Permission Issue,Medium,2025-03-31,DevOps,55,8,Closed,Automation
1665,Engineering,Reporting Failure,Critical,2025-04-10,DataOps,40,12,Closed,System
1666,Marketing,Data Error,High,2025-02-15,IT Support,18,24,Closed,System
1667,Finance,Data Error,Medium,2025-01-17,DataOps,51,36,Closed,System
1668,Finance,Workflow Delay,Low,2025-01-26,DevOps,64,12,Open,User Access
1669,Operations,Workflow Delay,Critical,2025-03-12,DataOps,33,8,Closed,System
1670,HR,Integration Error,Low,2025-04-05,Process Team,47,12,Closed,User Access
1671,Finance,Reporting Failure,Low,2025-02-04,Process Team,9,12,Closed,Process
1672,Operations,Integration Error,Critical,2025-02-02,DevOps,14,8,Closed,User Access
1673,Customer Support,Reporting Failure,Critical,2025-02-23,DevOps,7,12,Open,Process
1674,Compliance,Reporting Failure,High,2025-03-12,DataOps,39,36,Closed,User Access
1675,Sales,Permission Issue,Critical,2025-02-25,DevOps,68,12,Open,Reporting
1676,Customer Support,Reporting Failure,High,2025-04-16,Process Team,28,48,Open,Automation
1677,Finance,Reporting Failure,Low,2025-01-16,Process Team,22,8,Closed,Reporting
1678,Finance,Data Error,High,2025-03-09,DevOps,59,36,Closed,User Access
1679,Customer Support,Access Issue,High,2025-01-28,Process Team,63,12,Closed,User Access
